State,District,Female population age 6 years and above who ever attended school (%),"Sex ratio at birth for children born in the last five years (females per 1,000 males)",Women with 10 or more years of schooling (%),Births in the 5 years preceding the survey that are third or higher order (%),Any method6 (%),Any modern method6 (%),Female sterilization (%),Male sterilization (%),IUD/PPIUD (%),Pill (%),Condom (%),Injectables (%),Total unmet need7 (%),Unmet need for spacing7 (%),Health worker ever talked to female non-users about family planning (%),Current users ever told about side effects of current method8 (%),Registered pregnancies for which the mother received a Mother and Child Protection (MCP) card (%),Mothers who received postnatal care from a doctor/nurse/LHV/ANM/midwife/other health personnel within 2 days of delivery (%),Institutional births (%),Children under 5 years who are stunted (height-for-age)18 (%),Children under 5 years who are wasted (weight-for-height)18 (%),Children under 5 years who are underweight (weight-for-age)18 (%),Children under 5 years who are overweight (weight-for-height)20 (%),State_Type
Tamil Nadu,Tirunelveli,84.4,939,54.2,1.2,69.8,64.4,55.4,0.2,5,0,2.7,0.3,7.1,3.7,23.5,77.4,98,92.9,100,29.4,12,22.7,3.7,Rest of India
Tamil Nadu,Tiruppur,75.8,1016,55.1,0.7,69.3,66,59.7,0,3.8,0.1,1.8,0,4.6,1.3,37.6,87.4,100,98.4,100,21.5,15.3,23.1,6.2,Rest of India
Tamil Nadu,Tiruvannamalai,75.5,848,50.2,3.2,71.9,68.7,64.5,0,3.1,0,1,0.2,5.1,3.3,28,76.9,100,98.1,99.1,30.6,14.8,25,3.3,Rest of India
Tamil Nadu,Vellore,80,722,52.5,1.9,65.2,63.2,59.5,0,3.1,0,0.5,0.2,6.7,3.6,32.7,98.9,100,98.6,99.5,29.8,13.1,19.7,4.2,Rest of India
Tamil Nadu,Viluppuram,73.6,916,45.7,2.9,71.6,68.6,62.6,0.2,3.2,0.7,1.3,0.2,7.4,1.8,24.6,75.8,96,88.1,99.1,23.9,12.4,20.5,0,Rest of India
Tamil Nadu,Virudhunagar,80.5,730,53.5,0,68.1,66.3,61.2,0,3.1,0.2,1,0.5,6.4,2.9,23.1,71.9,99.3,80.2,97.8,29.2,14.4,23.7,6.8,Rest of India
Telangana,Adilabad,58.6,785,41,1.3,54.3,54.1,50.2,0.6,0,1.2,1.5,0,10.1,4.7,12,32.6,94.1,83.4,94.1,45.7,29.5,52,2.9,Rest of India
Telangana,Bhadradri Kothagudem,62.7,817,41.8,1,75,74,68.2,2.2,0.3,0.9,1.4,0.3,3.8,2.1,18.3,51.3,98.6,87.1,97.4,28.4,21.8,25.3,3.7,Rest of India
Telangana,Hyderabad,80.3,844,63.2,4,71.8,70,64.6,0,1.8,1.9,1.1,0,6.1,2.9,18.5,58.2,94.4,91.2,98.3,30.4,17.7,18.9,4.3,Rest of India
Telangana,Jagitial,55.9,955,43.5,1.8,57.4,56.5,47.7,6.3,0.8,0.7,0.8,0,13.4,3.6,17.3,24,95.5,84.1,94.4,29.9,17.5,32.3,5.5,Rest of India
Telangana,Jangoan,56.6,1089,44,1.3,71,70.4,67.2,1.4,0.3,0.3,0.4,0,4.6,2.5,19.5,33.9,98.9,85.6,99.6,33.4,22.9,30.9,6.4,Rest of India
Telangana,Jayashankar Bhupalapally,52.4,903,36.3,2,64.8,64.3,51,11.3,0,0.5,1,0.2,7,2.4,13.5,47.1,94,89.1,99.5,32.5,31.8,36.7,1.4,Rest of India
